cost_id,facility_id,expense_type,vendor,cost_amount,expense_date,fiscal_year
COST-000957,FAC-0052,HVAC,Oliver-Serrano,43979.4,2025-10-11,2023
COST-000958,FAC-0061,Plumbing,Young and Sons,12375.64,2024-12-28,2023
COST-000959,FAC-0058,IT Services,Orr PLC,20511.1,2025-09-10,2025
COST-000960,FAC-0056,Plumbing,Gutierrez Ltd,48910.72,2025-08-02,2023
COST-000961,FAC-0097,Plumbing,Everett Group,42493.75,2024-12-24,2023
COST-000962,FAC-0040,HVAC,Adams PLC,39790.59,2025-01-05,2024
COST-000963,FAC-0063,Plumbing,"Adams, Parks and Carey",6113.75,2025-08-18,2023
COST-000964,FAC-0041,HVAC,"Lopez, Peterson and Shaw",48221.82,2025-05-23,2025
COST-000965,FAC-0025,IT Services,Hayes-Brown,33057.76,2025-02-06,2024
COST-000966,FAC-0052,Electrical,"Summers, Norman and Harvey",735.36,2025-04-16,2024
COST-000967,FAC-0063,IT Services,"Allen, Potter and Smith",9902.82,2025-04-20,2023
COST-000968,FAC-0010,IT Services,Gonzalez PLC,49529.91,2025-07-28,2024
COST-000969,FAC-0008,HVAC,"Phillips, Miller and Bryant",21010.28,2025-04-25,2025
COST-000970,FAC-0098,HVAC,Kramer-Watson,48303.31,2024-12-18,2023
COST-000971,FAC-0089,Plumbing,Merritt-Smith,41682.97,2025-05-11,2025
COST-000972,FAC-0075,Electrical,French PLC,29580.24,2025-06-12,2025
COST-000973,FAC-0062,HVAC,Walker LLC,10577.36,2025-11-03,2023
COST-000974,FAC-0025,Plumbing,"Leonard, Allison and Martin",36614.94,2025-03-26,2024
COST-000975,FAC-0040,Plumbing,Thomas Group,42346.77,2025-04-27,2024
COST-000976,FAC-0071,Electrical,"Anderson, Steele and Gibbs",39008.56,2025-07-02,2024
COST-000977,FAC-0056,Electrical,Combs-Daniel,22252.18,2025-01-18,2025
COST-000978,FAC-0054,HVAC,"Smith, Andersen and Robertson",38745.9,2025-08-16,2024
COST-000979,FAC-0009,Electrical,Garza-Greer,34622.23,2025-05-10,2024
COST-000980,FAC-0053,Plumbing,Thomas Inc,3903.2,2025-08-07,2025
COST-000981,FAC-0010,IT Services,Preston-Lee,31530.76,2025-11-19,2025
COST-000982,FAC-0072,Plumbing,Martin-Brown,4582.44,2025-11-03,2025
COST-000983,FAC-0031,HVAC,"Barr, Meyer and Zimmerman",43207.51,2025-09-12,2025
COST-000984,FAC-0045,Electrical,"Vargas, Molina and Ramirez",13472.43,2025-02-04,2024
COST-000985,FAC-0025,Plumbing,"Chambers, Torres and Price",1948.27,2025-09-19,2023
COST-000986,FAC-0072,Plumbing,"Evans, Myers and Johnston",25493.29,2025-02-17,2024
COST-000987,FAC-0045,Electrical,Smith Group,36473.1,2025-06-08,2023
COST-000988,FAC-0042,IT Services,Brown Inc,13102.54,2025-09-24,2025
COST-000989,FAC-0080,IT Services,Brewer-Brown,33486.94,2025-03-04,2023
COST-000990,FAC-0078,Electrical,"Harrell, Mcgee and Stevens",46099.09,2025-09-23,2023
COST-000991,FAC-0083,IT Services,Moore-Hernandez,41080.78,2025-11-10,2023
COST-000992,FAC-0007,Plumbing,"Benson, Jackson and Watson",664.26,2025-04-24,2023
COST-000993,FAC-0002,Plumbing,"Stone, Vaughn and Garcia",16014.77,2024-12-21,2024
COST-000994,FAC-0016,Plumbing,"Jacobs, Kent and Navarro",49237.13,2025-11-12,2023
COST-000995,FAC-0078,HVAC,Small Group,8992.73,2025-04-27,2025
COST-000996,FAC-0004,HVAC,Jones Ltd,29469.46,2025-05-08,2024
COST-000997,FAC-0099,HVAC,"Jackson, Bell and Bauer",38382.29,2025-08-18,2025
COST-000998,FAC-0094,Electrical,Jones Ltd,12003.52,2025-05-07,2024
COST-000999,FAC-0070,IT Services,"Black, Martin and Gibson",34256.19,2025-06-09,2024
COST-001000,FAC-0081,Electrical,Thornton PLC,33037.57,2025-10-21,2025
COST-001001,FAC-0070,Electrical,Cabrera-Bishop,7662.43,2025-08-09,2024
COST-001002,FAC-0021,Plumbing,"Brock, Murphy and Simmons",4618.1,2025-06-28,2024
COST-001003,FAC-0037,IT Services,"Harrison, Brown and Davis",35493.77,2025-07-22,2023
COST-001004,FAC-0027,HVAC,"Jones, Greene and Mccormick",17193.04,2025-02-17,2024
COST-001005,FAC-0017,HVAC,"Alexander, Bryant and Johnson",2869.14,2025-09-07,2023
COST-001006,FAC-0078,IT Services,"Padilla, Richard and Morgan",15069.05,2025-08-03,2023
COST-001007,FAC-0065,Electrical,Rush Ltd,38128.15,2025-05-25,2024
COST-001008,FAC-0063,Electrical,Donaldson-Li,25328.9,2025-09-08,2025
COST-001009,FAC-0072,IT Services,Sellers LLC,49620.77,2024-12-31,2023
COST-001010,FAC-0077,HVAC,Swanson-Taylor,2147.21,2025-08-12,2025
COST-001011,FAC-0092,Electrical,"Sparks, Johnson and Fox",30014.31,2025-06-18,2025
COST-001012,FAC-0012,Plumbing,"Martin, Sherman and Huber",43296.07,2025-08-14,2023
COST-001013,FAC-0012,HVAC,Harvey-Buckley,34069.4,2025-05-25,2023
COST-001014,FAC-0050,IT Services,Kaufman-Osborne,5102.97,2025-02-14,2024
COST-001015,FAC-0069,Plumbing,Perez and Sons,27721.89,2025-08-06,2025
COST-001016,FAC-0007,Plumbing,"Harrington, Ford and Cain",8234.17,2025-11-05,2024
COST-001017,FAC-0031,HVAC,"Carpenter, Lewis and Werner",32941.17,2025-05-23,2023
COST-001018,FAC-0077,IT Services,Arnold LLC,1714.19,2025-06-23,2024
COST-001019,FAC-0088,HVAC,Ramirez and Sons,7422.33,2025-09-22,2024
COST-001020,FAC-0029,IT Services,"Hardy, Watkins and Hanson",33938.22,2025-12-05,2024
COST-001021,FAC-0062,Plumbing,Gomez-Lambert,18231.59,2025-10-14,2024
COST-001022,FAC-0038,IT Services,Skinner and Sons,36347.83,2025-10-13,2023
COST-001023,FAC-0069,HVAC,James-Gonzales,45934.84,2025-05-05,2023
COST-001024,FAC-0011,IT Services,"Clark, Hawkins and Ferguson",37560.68,2025-06-03,2024
COST-001025,FAC-0050,Electrical,West PLC,41161.43,2025-03-07,2025
COST-001026,FAC-0044,HVAC,Smith-Baker,28871.3,2025-05-07,2024
COST-001027,FAC-0063,IT Services,Walker Inc,49890.33,2025-06-15,2023
COST-001028,FAC-0053,HVAC,"Alvarado, Reynolds and Walker",12485.04,2025-03-29,2025
COST-001029,FAC-0098,IT Services,Preston PLC,46150.17,2025-10-31,2024
COST-001030,FAC-0030,Electrical,Nguyen-Jones,6979.61,2025-11-09,2024
COST-001031,FAC-0010,Plumbing,Miller-Robinson,920.55,2025-01-30,2024
COST-001032,FAC-0063,IT Services,Vazquez-Henderson,396.29,2025-05-03,2024
COST-001033,FAC-0067,IT Services,Andrade-Cervantes,2516.09,2025-03-18,2023
COST-001034,FAC-0051,HVAC,"Stone, Gilbert and Ramos",2172.34,2025-02-16,2024
COST-001035,FAC-0031,IT Services,"Morse, Fleming and Snyder",41478.83,2025-03-11,2024
COST-001036,FAC-0006,HVAC,"Perez, Torres and Lee",36573.61,2025-04-19,2025
COST-001037,FAC-0012,IT Services,Wilson-Stewart,13372.5,2025-04-08,2023
COST-001038,FAC-0080,Electrical,"Moore, Morgan and Ibarra",646.35,2025-08-29,2023
COST-001039,FAC-0076,Electrical,"Paul, Peters and Hunt",29659.02,2025-11-15,2023
COST-001040,FAC-0008,HVAC,Barber PLC,31990.82,2025-05-15,2023
COST-001041,FAC-0047,HVAC,Randall PLC,1262.94,2025-11-26,2024
COST-001042,FAC-0044,HVAC,"Salazar, Jones and Thompson",34459.12,2025-06-07,2024
COST-001043,FAC-0097,Plumbing,Krueger Ltd,28464.34,2025-02-11,2025
COST-001044,FAC-0077,Plumbing,Robertson LLC,11640.13,2025-08-16,2023
COST-001045,FAC-0074,HVAC,Curtis and Sons,48461.87,2025-08-22,2023
COST-001046,FAC-0007,IT Services,Jones and Sons,2245.6,2025-03-15,2024
COST-001047,FAC-0045,IT Services,"Sullivan, Roy and Strong",46728.79,2024-12-16,2025
COST-001048,FAC-0042,Plumbing,"Stevens, Gutierrez and Williamson",40584.88,2025-01-25,2025
COST-001049,FAC-0076,HVAC,Howard LLC,2287.85,2025-05-09,2024
COST-001050,FAC-0096,Plumbing,"Mclean, Randolph and Bridges",34704.94,2025-08-13,2024
COST-001051,FAC-0029,Electrical,Watkins-Price,6305.35,2025-04-14,2023
COST-001052,FAC-0081,Electrical,Thompson LLC,35946.48,2025-08-11,2025
COST-001053,FAC-0050,Plumbing,"Brown, Jones and Wood",31499.6,2025-11-14,2025
COST-001054,FAC-0028,Plumbing,Browning-Ayers,44327.12,2025-11-12,2024
COST-001055,FAC-0098,Plumbing,Mueller-Taylor,19967.03,2024-12-23,2024
COST-001056,FAC-0021,HVAC,Owens-Jacobs,29896.19,2024-12-17,2025
COST-001057,FAC-0048,HVAC,Campbell and Sons,6255.06,2025-04-23,2025
COST-001058,FAC-0064,Electrical,Berger and Sons,15813.38,2024-12-30,2024
COST-001059,FAC-0049,Electrical,Reed-Sweeney,11813.21,2025-04-10,2024
COST-001060,FAC-0014,IT Services,Snyder-Schneider,42033.79,2025-05-21,2024
COST-001061,FAC-0070,IT Services,Blair Inc,1621.12,2025-04-04,2023
COST-001062,FAC-0038,IT Services,Davis and Sons,43198.27,2025-09-01,2023
COST-001063,FAC-0097,IT Services,"Nguyen, Gomez and Lucas",45099.7,2024-12-27,2024
COST-001064,FAC-0003,HVAC,Martinez-Reynolds,9917.34,2025-06-27,2023
COST-001065,FAC-0047,Plumbing,Ortiz LLC,1455.94,2024-12-17,2024
COST-001066,FAC-0026,Electrical,Gibbs Inc,3485.79,2025-11-21,2023
COST-001067,FAC-0087,Electrical,Dickerson-Sanford,21215.71,2025-04-02,2023
COST-001068,FAC-0041,IT Services,"Lucas, Sanders and Baker",2793.03,2025-02-01,2025
COST-001069,FAC-0057,Electrical,Erickson-Brown,18733.64,2025-07-10,2023
COST-001070,FAC-0033,Plumbing,"Davis, Turner and Delgado",3845.16,2025-07-11,2023
COST-001071,FAC-0076,Plumbing,Hall-Chung,15448.78,2025-09-27,2025
COST-001072,FAC-0034,Electrical,"James, Howard and Brown",35511.79,2025-01-18,2024
COST-001073,FAC-0094,Plumbing,Clay PLC,10768.33,2025-09-26,2025
COST-001074,FAC-0041,IT Services,Williams-Lopez,29217.88,2025-06-09,2024
COST-001075,FAC-0093,IT Services,Thomas-Acosta,6243.1,2025-10-15,2025
COST-001076,FAC-0011,IT Services,Lang-Sweeney,21792.89,2025-03-09,2025
COST-001077,FAC-0039,IT Services,"Bailey, Bowman and Daniels",29078.75,2025-10-30,2024
COST-001078,FAC-0043,IT Services,Mccall and Sons,44270.22,2025-08-09,2025
COST-001079,FAC-0031,HVAC,Miranda-Harper,44067.23,2025-01-28,2025
COST-001080,FAC-0078,IT Services,"Suarez, Johnson and Hughes",13265.77,2025-06-07,2025
COST-001081,FAC-0072,IT Services,Donovan-Allen,19859.8,2025-11-25,2023
COST-001082,FAC-0048,IT Services,"Hernandez, Jarvis and Frost",2553.88,2025-07-07,2023
COST-001083,FAC-0032,IT Services,Carlson-Figueroa,42393.49,2025-08-23,2025
COST-001084,FAC-0012,Plumbing,Robinson-Holmes,12293.6,2025-03-01,2023
COST-001085,FAC-0083,Electrical,White and Sons,28226.73,2025-07-25,2023
COST-001086,FAC-0004,Plumbing,"Reed, Coleman and Thomas",21681.08,2025-09-07,2023
COST-001087,FAC-0028,HVAC,"Jackson, Fisher and Mcgee",42530.41,2025-07-17,2023
COST-001088,FAC-0089,IT Services,Davis Inc,10713.8,2025-04-30,2025
COST-001089,FAC-0018,HVAC,Flores PLC,28319.57,2025-11-30,2024
COST-001090,FAC-0038,Plumbing,Wilkinson and Sons,2091.91,2025-09-13,2025
COST-001091,FAC-0018,Plumbing,Hanson Ltd,12079.65,2025-03-12,2023
COST-001092,FAC-0051,IT Services,Webb-Smith,18865.5,2025-02-07,2025
COST-001093,FAC-0084,HVAC,"Ramirez, Rogers and Jones",12988.54,2025-09-20,2024
COST-001094,FAC-0061,HVAC,"Blanchard, Gomez and Bryant",31135.28,2025-09-07,2025
COST-001095,FAC-0021,HVAC,"Holland, Peterson and Smith",36074.41,2025-06-24,2024
COST-001096,FAC-0084,HVAC,"Nelson, Lamb and Johnson",2432.03,2025-12-08,2023
COST-001097,FAC-0088,HVAC,"Diaz, Kennedy and Jackson",1182.39,2025-04-02,2023
COST-001098,FAC-0033,Electrical,"Jones, Baker and Coleman",3356.41,2025-07-28,2025
COST-001099,FAC-0025,HVAC,"Kelly, Riley and Reed",38081.15,2025-05-26,2023
COST-001100,FAC-0067,Plumbing,Mcgee-Anderson,14737.42,2025-12-12,2023
COST-001101,FAC-0039,IT Services,Rowland Ltd,33026.16,2025-11-02,2025
COST-001102,FAC-0076,HVAC,"Rodriguez, Manning and Johnson",44483.95,2025-05-22,2023
COST-001103,FAC-0087,IT Services,"Wise, George and Salazar",16636.83,2025-02-13,2024
COST-001104,FAC-0011,Plumbing,Ramsey-Carlson,42152.78,2025-03-26,2025
COST-001105,FAC-0044,HVAC,"Hall, Chambers and Rose",44845.29,2025-11-21,2023
COST-001106,FAC-0057,Plumbing,Hall and Sons,21877.23,2025-02-13,2025
COST-001107,FAC-0078,Electrical,Hernandez-Ferguson,10166.8,2025-12-13,2023
COST-001108,FAC-0016,Electrical,Petty-Best,288.63,2024-12-19,2024
COST-001109,FAC-0037,HVAC,Nguyen LLC,10750.86,2025-07-06,2023
COST-001110,FAC-0024,IT Services,"Henderson, Stout and Swanson",49645.47,2025-12-10,2025
COST-001111,FAC-0100,HVAC,Carter-Gardner,45689.19,2025-08-12,2024
COST-001112,FAC-0058,IT Services,Moore-Phillips,23396.42,2025-06-10,2023
COST-001113,FAC-0010,IT Services,Cox-Beasley,44346.47,2025-03-13,2025
COST-001114,FAC-0090,Electrical,Navarro-Thompson,47751.59,2025-06-29,2024
COST-001115,FAC-0039,IT Services,"Jenkins, Turner and Hendricks",1511.03,2025-11-27,2024
COST-001116,FAC-0001,HVAC,"Moore, Rich and Murphy",27969.73,2025-09-22,2023
COST-001117,FAC-0031,IT Services,Jones-Hughes,39898.77,2025-11-27,2024
COST-001118,FAC-0079,Plumbing,"Gonzalez, Morris and Vega",8556.34,2025-07-05,2025
COST-001119,FAC-0039,HVAC,Mckay PLC,31545.71,2025-05-27,2023
COST-001120,FAC-0094,Electrical,"Lawson, Morgan and Herrera",32051.63,2025-11-09,2025
COST-001121,FAC-0039,Electrical,"George, Kelly and Flores",6700.59,2025-09-05,2024
COST-001122,FAC-0035,Electrical,Sanford Inc,33802.34,2025-07-03,2024
COST-001123,FAC-0061,Plumbing,Smith PLC,25366.34,2025-01-16,2024
COST-001124,FAC-0059,IT Services,Delacruz LLC,6972.23,2024-12-27,2025
COST-001125,FAC-0001,IT Services,Gilbert Ltd,41537.28,2025-03-13,2023
COST-001126,FAC-0006,HVAC,"Carlson, Hernandez and Moreno",35358.77,2025-06-04,2023
COST-001127,FAC-0066,Plumbing,Cox-Hernandez,31751.21,2025-08-23,2024
COST-001128,FAC-0034,IT Services,"Garcia, Dickerson and Pineda",36473.53,2024-12-17,2024
COST-001129,FAC-0074,IT Services,"Lloyd, Coleman and Martin",13436.56,2025-03-09,2025
COST-001130,FAC-0063,HVAC,Roman PLC,5313.91,2025-04-25,2023
COST-001131,FAC-0076,IT Services,Kelley and Sons,37453.22,2025-06-15,2025
COST-001132,FAC-0091,Plumbing,"Davis, Ali and Hines",42121.47,2025-05-24,2025
COST-001133,FAC-0010,Plumbing,Bryant-Poole,29977.23,2025-11-14,2025
COST-001134,FAC-0065,IT Services,Ramsey-Williams,1815.65,2025-03-03,2025
COST-001135,FAC-0080,Plumbing,Hall-Robertson,40711.99,2025-10-20,2023
COST-001136,FAC-0037,HVAC,Savage LLC,7231.83,2025-12-10,2024
COST-001137,FAC-0100,IT Services,Bartlett-Hammond,14900.28,2025-07-02,2023
COST-001138,FAC-0017,HVAC,"Black, Collins and Farrell",48770.45,2025-12-05,2024
COST-001139,FAC-0049,Electrical,Smith-Roberts,6625.04,2025-11-21,2023
COST-001140,FAC-0092,Electrical,"Edwards, Miller and Brewer",33060.59,2025-01-19,2023
COST-001141,FAC-0043,Plumbing,Gomez Ltd,28163.01,2025-04-28,2024
COST-001142,FAC-0030,Plumbing,Bowman-Guzman,912.55,2025-11-26,2025
COST-001143,FAC-0010,HVAC,Johnson LLC,34284.29,2025-01-12,2024
COST-001144,FAC-0095,HVAC,Jenkins-Arnold,6959.79,2025-12-04,2023
COST-001145,FAC-0076,Plumbing,Lopez PLC,46958.44,2025-04-02,2024
COST-001146,FAC-0023,HVAC,James Ltd,17116.3,2025-07-29,2025
COST-001147,FAC-0060,IT Services,Madden Inc,3304.28,2025-09-09,2025
COST-001148,FAC-0100,HVAC,"Lucas, Huff and Hudson",45458.77,2025-06-07,2023
COST-001149,FAC-0027,IT Services,Haynes-French,26340.39,2025-03-19,2025
COST-001150,FAC-0084,IT Services,Fisher Inc,2984.65,2025-08-02,2025
COST-001151,FAC-0070,Plumbing,Reyes-Osborne,3462.89,2025-03-01,2025
COST-001152,FAC-0007,IT Services,Barber-Tucker,34906.67,2025-07-29,2025
COST-001153,FAC-0026,Plumbing,"Bullock, Jones and Young",28819.17,2025-09-15,2024
COST-001154,FAC-0052,Plumbing,Williams-Tucker,23430.18,2025-04-01,2025
COST-001155,FAC-0077,Plumbing,"Hayes, Phillips and Ford",19631.61,2025-02-14,2025
COST-001156,FAC-0042,IT Services,"Barnes, Nicholson and Matthews",34366.26,2025-12-13,2025
COST-001157,FAC-0035,IT Services,Hoffman LLC,9720.61,2025-07-03,2025
COST-001158,FAC-0070,HVAC,Garcia LLC,48556.15,2025-03-08,2025
COST-001159,FAC-0057,HVAC,"Baldwin, Maxwell and Olsen",10146.4,2025-05-14,2023
COST-001160,FAC-0007,Electrical,Vasquez-Kim,28739.11,2025-07-11,2023
COST-001161,FAC-0054,Electrical,Taylor LLC,19271.14,2025-04-20,2023
COST-001162,FAC-0001,Electrical,Barnett-Smith,20992.86,2025-08-16,2024
COST-001163,FAC-0041,IT Services,Stevens-Mcdonald,34250.75,2025-04-10,2024
COST-001164,FAC-0036,Plumbing,Johnson-Medina,25013.19,2025-12-09,2025
COST-001165,FAC-0052,Plumbing,Chapman-Ortega,16456.14,2025-07-05,2024
COST-001166,FAC-0064,Plumbing,Coleman-Vasquez,5083.82,2025-01-31,2023
COST-001167,FAC-0033,IT Services,"Hernandez, Ritter and Murphy",21604.57,2025-04-11,2023
COST-001168,FAC-0001,Electrical,Walker-Davis,19382.1,2025-07-01,2024
COST-001169,FAC-0044,IT Services,"Ray, Mayer and Brown",40437.0,2025-04-16,2023
COST-001170,FAC-0038,Electrical,Shah-Blake,17934.92,2025-09-05,2024
COST-001171,FAC-0049,Plumbing,Atkins PLC,12842.16,2025-06-22,2023
COST-001172,FAC-0020,HVAC,"Stone, Olson and Reed",44599.53,2025-06-04,2024
COST-001173,FAC-0034,Electrical,Ramirez-Chang,38515.03,2025-08-11,2025
COST-001174,FAC-0079,IT Services,Watkins-Thomas,46654.37,2025-07-19,2023
COST-001175,FAC-0019,HVAC,Calderon-Thomas,10159.39,2025-08-28,2024
COST-001176,FAC-0069,IT Services,Wise-Roberts,947.73,2025-02-05,2023
COST-001177,FAC-0041,IT Services,"Smith, Doyle and Lindsey",43376.42,2025-05-20,2025
COST-001178,FAC-0009,IT Services,"Garcia, Parker and Park",1092.0,2025-12-12,2023
COST-001179,FAC-0053,HVAC,Hines Ltd,2374.54,2025-03-08,2025
COST-001180,FAC-0039,Plumbing,Reid and Sons,7778.76,2025-02-05,2023
COST-001181,FAC-0066,IT Services,"Blake, Rodriguez and Williams",3132.08,2025-05-13,2023
COST-001182,FAC-0089,Plumbing,Ellis-Sanchez,36592.97,2025-08-02,2025
COST-001183,FAC-0079,HVAC,Wilson-Brewer,1616.8,2025-06-24,2025
COST-001184,FAC-0100,Plumbing,Cruz Group,37360.71,2025-05-15,2023
COST-001185,FAC-0035,Electrical,Sims-Navarro,29235.7,2025-01-22,2024
COST-001186,FAC-0082,Electrical,Warren-Thomas,41201.26,2025-06-28,2024
COST-001187,FAC-0077,IT Services,Brown-Evans,43413.53,2025-02-10,2025
COST-001188,FAC-0063,HVAC,"Brooks, Martinez and Anthony",42050.91,2025-04-25,2024
COST-001189,FAC-0020,Plumbing,"Harrington, Lyons and Walter",5564.84,2025-06-25,2024
COST-001190,FAC-0050,Plumbing,Martin LLC,26378.68,2025-11-25,2024
COST-001191,FAC-0041,Electrical,Mullen-Jones,23255.53,2025-06-14,2024
COST-001192,FAC-0097,IT Services,Powell-Sexton,37614.42,2025-08-26,2024
COST-001193,FAC-0039,Electrical,Hernandez Ltd,28694.54,2025-09-28,2024
COST-001194,FAC-0082,HVAC,"Hull, Ward and Collins",28694.56,2025-11-11,2025
COST-001195,FAC-0003,Plumbing,Carter-Bass,29265.45,2025-04-02,2025
COST-001196,FAC-0098,Electrical,Lopez Inc,7103.76,2025-06-10,2024
COST-001197,FAC-0001,HVAC,Watkins-Wright,35889.63,2025-01-28,2024
COST-001198,FAC-0035,HVAC,Owen-Garcia,32568.61,2025-08-25,2023
COST-001199,FAC-0030,Electrical,"Williams, Hernandez and Wolf",17753.33,2025-06-30,2025
COST-001200,FAC-0077,HVAC,"Peterson, Boyle and Chavez",16672.96,2025-11-18,2024
COST-001201,FAC-0079,Electrical,Case-Moreno,23485.33,2025-02-17,2024
COST-001202,FAC-0020,Electrical,Berger-Glass,11445.15,2025-05-16,2025
COST-001203,FAC-0096,IT Services,"Mcdonald, Bell and Terry",33282.9,2025-01-29,2024
COST-001204,FAC-0037,IT Services,Johnson LLC,23067.77,2025-12-12,2025
COST-001205,FAC-0047,Electrical,Ward Ltd,32849.67,2025-10-23,2023
COST-001206,FAC-0066,IT Services,"Campbell, Macias and Jones",36916.92,2025-09-14,2025
COST-001207,FAC-0067,HVAC,Carlson LLC,10153.18,2025-04-05,2025
COST-001208,FAC-0067,HVAC,Johns-Blake,41971.04,2025-10-12,2024
COST-001209,FAC-0083,IT Services,Bond Group,34846.94,2025-05-06,2024
COST-001210,FAC-0014,IT Services,Rangel PLC,8042.76,2025-04-09,2025
COST-001211,FAC-0099,HVAC,Ford-Caldwell,8498.93,2025-12-02,2024
COST-001212,FAC-0004,Plumbing,Lin and Sons,36156.32,2025-02-09,2024
COST-001213,FAC-0092,Plumbing,"Davis, Alvarez and Carr",8370.74,2025-04-29,2024
COST-001214,FAC-0062,Plumbing,Collins LLC,46411.78,2025-02-13,2023
COST-001215,FAC-0013,IT Services,Miller-Cannon,9704.24,2025-09-29,2023
COST-001216,FAC-0050,IT Services,"Crane, Lopez and Gonzalez",9171.49,2025-03-08,2025
COST-001217,FAC-0028,Electrical,"Harris, Greene and Moran",18639.37,2025-10-07,2025
COST-001218,FAC-0098,Electrical,Baker-Martinez,23490.08,2025-05-08,2025
COST-001219,FAC-0020,Plumbing,"Brown, Howard and Newman",38969.08,2025-01-29,2024
COST-001220,FAC-0047,Plumbing,"Johnston, Kent and Dunn",28200.01,2025-03-29,2024
COST-001221,FAC-0080,Electrical,Garcia LLC,46684.85,2025-01-09,2023
COST-001222,FAC-0031,HVAC,"Reyes, Nguyen and Gray",23062.39,2025-02-04,2023
COST-001223,FAC-0029,IT Services,"Berger, Ortiz and Stevens",6040.45,2025-08-06,2025
COST-001224,FAC-0065,Electrical,Carter-Kirby,49036.73,2025-01-21,2023
COST-001225,FAC-0030,IT Services,Miller LLC,33997.55,2025-07-03,2025
COST-001226,FAC-0008,Electrical,"Figueroa, Wood and Fleming",35450.63,2025-11-04,2024
COST-001227,FAC-0041,Plumbing,Wilson-Cross,43658.76,2025-04-03,2025
COST-001228,FAC-0070,IT Services,Russell Ltd,2875.88,2025-09-22,2025
COST-001229,FAC-0036,IT Services,Willis-Leonard,49223.09,2025-01-24,2025
COST-001230,FAC-0042,Plumbing,Lawrence-Cervantes,3623.01,2025-04-10,2024
COST-001231,FAC-0054,IT Services,Baker-Keller,15766.61,2025-01-02,2023
COST-001232,FAC-0076,Electrical,Doyle-Hill,49442.76,2025-07-26,2025
COST-001233,FAC-0070,Electrical,Morgan Ltd,42165.35,2025-10-29,2025
COST-001234,FAC-0027,IT Services,"King, Anthony and Curtis",25758.0,2025-08-28,2024
COST-001235,FAC-0075,Electrical,Turner-Orozco,16088.24,2025-07-01,2025
COST-001236,FAC-0008,Plumbing,Lee-Peterson,18542.73,2025-05-27,2025
COST-001237,FAC-0098,IT Services,Torres and Sons,8465.65,2025-10-21,2025
COST-001238,FAC-0027,Plumbing,Robinson Ltd,27569.65,2025-09-24,2024
COST-001239,FAC-0053,HVAC,"Holden, Bradley and Welch",26303.67,2025-10-18,2023
COST-001240,FAC-0003,IT Services,Rose and Sons,19989.82,2025-12-04,2023
COST-001241,FAC-0031,IT Services,Mcdonald-Hardin,34094.81,2025-09-19,2023
COST-001242,FAC-0015,Electrical,Decker-Wallace,31638.54,2025-04-24,2024
COST-001243,FAC-0095,Electrical,Meyers Group,27404.38,2025-09-01,2025
COST-001244,FAC-0013,HVAC,Shaffer-Jackson,46427.08,2025-09-01,2025
COST-001245,FAC-0070,IT Services,Watts-Herrera,42381.99,2025-03-18,2023
COST-001246,FAC-0066,HVAC,Pennington-Nash,40792.42,2025-07-14,2023
COST-001247,FAC-0084,IT Services,Carroll LLC,451.44,2025-04-19,2024
COST-001248,FAC-0050,Electrical,"Williams, Stout and Hale",43666.51,2024-12-27,2023
COST-001249,FAC-0059,HVAC,Hughes-Freeman,11050.36,2025-09-08,2023
COST-001250,FAC-0076,HVAC,Flores-Myers,19442.35,2025-01-30,2025
COST-001251,FAC-0030,HVAC,Watkins-Vasquez,13817.56,2025-11-01,2025
COST-001252,FAC-0066,IT Services,Stephens PLC,33101.51,2025-06-14,2025
COST-001253,FAC-0059,Electrical,"Hinton, Stein and Hebert",12206.26,2025-09-06,2024
COST-001254,FAC-0006,IT Services,Bullock-Johnson,24592.41,2025-03-31,2024
COST-001255,FAC-0066,IT Services,Little and Sons,43126.38,2024-12-18,2025
COST-001256,FAC-0029,HVAC,"Smith, Thompson and Evans",16982.13,2025-10-11,2025
COST-001257,FAC-0058,Electrical,Thomas-Nguyen,40038.26,2024-12-28,2024
COST-001258,FAC-0031,Electrical,Brown-Yates,38320.51,2025-11-29,2025
COST-001259,FAC-0028,Electrical,Cole Inc,16212.94,2025-08-26,2024
COST-001260,FAC-0081,Electrical,Pennington-Chang,34099.14,2025-09-27,2024
COST-001261,FAC-0057,Electrical,"Murray, Porter and Jackson",17938.07,2025-10-07,2025
COST-001262,FAC-0012,IT Services,Davidson-Brown,30931.58,2025-01-26,2025
COST-001263,FAC-0095,HVAC,"Peters, Sullivan and Castillo",25877.26,2025-08-08,2025
COST-001264,FAC-0036,Plumbing,"Jacobs, Nichols and White",2331.15,2025-04-25,2024
COST-001265,FAC-0066,HVAC,Carter and Sons,5323.06,2025-01-01,2023
COST-001266,FAC-0040,Electrical,Huber LLC,15497.58,2025-06-25,2024
COST-001267,FAC-0007,Electrical,"Nelson, Stokes and Parsons",37651.88,2025-08-26,2023
COST-001268,FAC-0083,Plumbing,"Turner, Mclaughlin and Brown",42556.51,2025-01-16,2023
COST-001269,FAC-0052,IT Services,Rosales and Sons,5780.16,2025-02-01,2025
COST-001270,FAC-0097,IT Services,Myers-Alexander,40974.86,2025-08-20,2025
COST-001271,FAC-0078,Electrical,Garza-Davis,37208.36,2025-09-25,2025
COST-001272,FAC-0082,IT Services,Holmes-Chapman,43929.24,2025-03-20,2024
